"Jahr";"StaeNichtStaeBev_CD";"StaeNichtStaeBev";"Auslaendergruppe_CD";"Auslaendergruppe";"Sektor_CD";"Sektor";"Geschlecht_CD";"Geschlecht";"Arbeitskanton_CD";"Arbeitskanton";"Nation_CD";"Nation";"Kontinent_CD";"Kontinent";"EuropaDrittstaat_CD";"EuropaDrittstaat";"AnzahlPersonen"
2020;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";1;"Zürich";218;"Italien";1;"Europa";1;"EU-17";1
2020;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";1;"Zürich";230;"Polen";1;"Europa";2;"EU-8";6
2020;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";1;"Zürich";231;"Portugal";1;"Europa";1;"EU-17";7
2020;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";1;"Zürich";232;"Rumänien";1;"Europa";3;"EU-2";8
2020;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";1;"Zürich";236;"Spanien";1;"Europa";1;"EU-17";1
2020;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";1;"Zürich";240;"Ungarn";1;"Europa";2;"EU-8";4
2020;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";1;"Zürich";265;"Ukraine";1;"Europa";6;"Drittstaaten";5
2020;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";1;"Zürich";406;"Brasilien";3;"Amerika";6;"Drittstaaten";1
2020;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";2;"Bern";230;"Polen";1;"Europa";2;"EU-8";11
2020;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";2;"Bern";231;"Portugal";1;"Europa";1;"EU-17";3
2020;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";2;"Bern";232;"Rumänien";1;"Europa";3;"EU-2";4
2020;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";2;"Bern";265;"Ukraine";1;"Europa";6;"Drittstaaten";2
2020;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";2;"Bern";406;"Brasilien";3;"Amerika";6;"Drittstaaten";2
2020;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";3;"Luzern";205;"Bulgarien";1;"Europa";3;"EU-2";1
2020;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";3;"Luzern";212;"Frankreich";1;"Europa";1;"EU-17";1
2020;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";3;"Luzern";218;"Italien";1;"Europa";1;"EU-17";1
2020;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";3;"Luzern";230;"Polen";1;"Europa";2;"EU-8";12
2020;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";3;"Luzern";231;"Portugal";1;"Europa";1;"EU-17";1
2020;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";3;"Luzern";232;"Rumänien";1;"Europa";3;"EU-2";6
2020;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";3;"Luzern";240;"Ungarn";1;"Europa";2;"EU-8";1
2020;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";3;"Luzern";243;"Slowakische Republik";1;"Europa";2;"EU-8";4
2020;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";3;"Luzern";244;"Tschechische Republik";1;"Europa";2;"EU-8";1
2020;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";3;"Luzern";265;"Ukraine";1;"Europa";6;"Drittstaaten";4
2020;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";3;"Luzern";401;"Argentinien";3;"Amerika";6;"Drittstaaten";1
2020;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";3;"Luzern";406;"Brasilien";3;"Amerika";6;"Drittstaaten";3
2020;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";5;"Schwyz";205;"Bulgarien";1;"Europa";3;"EU-2";1
2020;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";5;"Schwyz";218;"Italien";1;"Europa";1;"EU-17";2
2020;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";5;"Schwyz";231;"Portugal";1;"Europa";1;"EU-17";1
2020;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";5;"Schwyz";232;"Rumänien";1;"Europa";3;"EU-2";1
2020;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";8;"Glarus";207;"Deutschland";1;"Europa";1;"EU-17";1
2020;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";8;"Glarus";231;"Portugal";1;"Europa";1;"EU-17";2
2020;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";9;"Zug";205;"Bulgarien";1;"Europa";3;"EU-2";2
2020;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";9;"Zug";230;"Polen";1;"Europa";2;"EU-8";3
2020;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";9;"Zug";232;"Rumänien";1;"Europa";3;"EU-2";2
2020;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";9;"Zug";265;"Ukraine";1;"Europa";6;"Drittstaaten";1
2020;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";10;"Freiburg";205;"Bulgarien";1;"Europa";3;"EU-2";7
2020;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";10;"Freiburg";230;"Polen";1;"Europa";2;"EU-8";14
2020;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";10;"Freiburg";231;"Portugal";1;"Europa";1;"EU-17";4
2020;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";10;"Freiburg";232;"Rumänien";1;"Europa";3;"EU-2";16
2020;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";11;"Solothurn";230;"Polen";1;"Europa";2;"EU-8";3
2020;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";11;"Solothurn";232;"Rumänien";1;"Europa";3;"EU-2";1
2020;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";11;"Solothurn";265;"Ukraine";1;"Europa";6;"Drittstaaten";1
2020;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";13;"Basel-Land";230;"Polen";1;"Europa";2;"EU-8";6
2020;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";13;"Basel-Land";232;"Rumänien";1;"Europa";3;"EU-2";1
2020;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";13;"Basel-Land";265;"Ukraine";1;"Europa";6;"Drittstaaten";3
2020;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";14;"Schaffhausen";232;"Rumänien";1;"Europa";3;"EU-2";1
2020;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";14;"Schaffhausen";265;"Ukraine";1;"Europa";6;"Drittstaaten";1
2020;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";15;"Appenzell A. Rh.";236;"Spanien";1;"Europa";1;"EU-17";1
2020;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";15;"Appenzell A. Rh.";240;"Ungarn";1;"Europa";2;"EU-8";1
2020;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";17;"St. Gallen";230;"Polen";1;"Europa";2;"EU-8";11
2020;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";17;"St. Gallen";231;"Portugal";1;"Europa";1;"EU-17";2
2020;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";17;"St. Gallen";232;"Rumänien";1;"Europa";3;"EU-2";9
2020;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";17;"St. Gallen";240;"Ungarn";1;"Europa";2;"EU-8";2
2020;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";17;"St. Gallen";243;"Slowakische Republik";1;"Europa";2;"EU-8";2
2020;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";17;"St. Gallen";264;"Russland";1;"Europa";6;"Drittstaaten";1
2020;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";17;"St. Gallen";265;"Ukraine";1;"Europa";6;"Drittstaaten";9
2020;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";17;"St. Gallen";406;"Brasilien";3;"Amerika";6;"Drittstaaten";3
2020;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";18;"Graubünden";205;"Bulgarien";1;"Europa";3;"EU-2";1
2020;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";18;"Graubünden";207;"Deutschland";1;"Europa";1;"EU-17";2
2020;1;"Ständige ausl. Bevölkerung";1;"Kurzaufenthalter (L) >= 12 Monate";1;"Sektor Landwirtschaft";0;"Männlich";18;"Graubünden";218;"Italien";1;"Europa";1;"EU-17";5
